name,artists,year,danceability,energy,valence,popularity,tempo
Springtime,['j^p^n'],2016,0.575,0.226,0.395,58,119.984
Little Drummer Boy,['Mannheim Steamroller'],1988,0.7859999999999999,0.557,0.7340000000000001,38,107.909
Gunz Come Out,['50 Cent'],2005,0.575,0.937,0.475,49,90.389
Respond/ React,"['The Roots', '?uestlove']",1996,0.885,0.598,0.779,39,95.402
The Prodigal Son,['Roy Acuff'],1936,0.512,0.245,0.5720000000000001,1,173.422
Alone With You,['Jake Owen'],2011,0.6459999999999999,0.7609999999999999,0.336,52,108.999
Who Says,['Selena Gomez & The Scene'],2011,0.682,0.927,0.7440000000000001,75,101.019
Aaron's Party (Come Get It),['Aaron Carter'],2000,0.944,0.8859999999999999,0.912,43,117.03
You And Me,['Stevie Wonder'],1969,0.408,0.685,0.77,22,103.716
Baby I'm Yours,"['Breakbot', 'Irfane']",2010,0.831,0.794,0.735,62,118.075
Secret Loser,['Ozzy Osbourne'],1986,0.529,0.979,0.574,44,151.003
El Espinazo Del Diablo,['Los Tigres Del Norte'],2001,0.754,0.457,0.899,48,110.52
Let Her Dance,['The Bobby Fuller Four'],2006,0.5539999999999999,0.991,0.773,42,141.075
Gimme Little Sign,['Brenton Wood'],1992,0.742,0.6629999999999999,0.913,40,113.005
Auf Wiedersehen,['Cheap Trick'],1978,0.468,0.875,0.6729999999999999,28,142.977
I Love You Mary Jane,"['Sonic Youth', 'Cypress Hill']",1993,0.643,0.271,0.263,45,79.402
Relación,['Sech'],2020,0.805,0.562,0.767,85,172.094
"Piano Concerto No. 24 in C Minor, K. 491: II. Larghetto","['Wolfgang Amadeus Mozart', 'Jenő Jandó', 'Concentus Hungaricus', 'Matyas Antal']",1990,0.226,0.0271,0.133,36,95.939
Soulville - 2002 Mix,"['Dinah Washington', 'Titus Turner', 'Morris Levy', 'Henry Glover', 'Aretha Franklin', 'Robert Mersey']",1942,0.583,0.7,0.929,0,148.871
Mi Profesión,['Los Dos Carnales'],2019,0.5920000000000001,0.634,0.899,62,92.556
Tom's Diner,"['Suzanne Vega', 'DNA']",1991,0.86,0.439,0.725,53,99.144
Celeste Aida from Aida - Vocal,"['Giuseppe Verdi', 'James Levine', 'Metropolitan Opera Orchestra']",1949,0.257,0.144,0.0845,7,82.431
Drip Drop,['The Drifters'],1958,0.754,0.442,0.956,14,119.306
So Blessed,['Mariah Carey'],1991,0.413,0.419,0.105,38,179.541
Nous Avons Fait Un Beau Voyage,['André Baugé'],1923,0.607,0.279,0.8490000000000001,0,73.673
One Evening,['Feist'],2004,0.956,0.379,0.586,44,112.135
Far More Blue,['The Dave Brubeck Quartet'],1961,0.523,0.329,0.785,43,168.056
Be My Lady,['Rick James'],1978,0.609,0.887,0.962,22,129.686
Isharon Isharon Men Dil Lenewale,"['Asha Bhosle', 'Mohammed Rafi']",1964,0.439,0.447,0.56,23,137.182
Coming Undone,['Korn'],2005,0.687,0.677,0.546,72,75.052
La Vecina del Frente (Bailecito),"['Felipe V. Rivera', 'Orquesta Tipica Boliviana']",1930,0.373,0.38,0.799,0,163.861
How Can I Live,['Ill Niño'],2003,0.531,0.983,0.474,50,100.89
Street Thing,['Aaliyah'],1994,0.59,0.514,0.193,36,127.853
Your Cheatin' Heart,"['Hank Williams', 'Drifting Cowboys']",1998,0.672,0.243,0.6890000000000001,52,127.716
Cocaine Blues,['Johnny Cash'],1979,0.609,0.662,0.951,41,143.477
All Night Train,['Allman Brothers Band'],1994,0.5329999999999999,0.7829999999999999,0.778,34,93.703
Just Fine,['Mary J. Blige'],2007,0.923,0.795,0.588,64,123.021
Babu Dharmam Cheyi Babu,['Relangi'],1955,0.545,0.523,0.956,2,86.59
Love...Can Be So Wonderful,['The Temprees'],1984,0.6809999999999999,0.262,0.579,49,139.359
"Up Against The Wall, Red Neck",['Jerry Jeff Walker'],1973,0.496,0.759,0.804,41,134.483
Studio Luv,['T-Pain'],2005,0.652,0.505,0.178,40,130.463
Conditions of My Parole,['Puscifer'],2011,0.5579999999999999,0.8340000000000001,0.59,47,146.58
Burning Love,['Elvis Presley'],2002,0.648,0.953,0.97,46,143.067
Vida Mia,['Los Gamma'],1999,0.637,0.376,0.384,38,89.847
"Serenade No. 13 in G Major, K. 525, ""Eine Kleine Nachtmusik"": II. Romance. Andante","['Wolfgang Amadeus Mozart', 'George Szell', 'Cleveland Orchestra']",1947,0.261,0.0607,0.269,0,78.892
So Here We Are,['Bloc Party'],2005,0.296,0.841,0.134,40,155.563
Weak And Powerless,['A Perfect Circle'],2003,0.483,0.841,0.13,59,159.747
Cul De Sac - Alternative Take,['Van Morrison'],1974,0.535,0.242,0.43,24,141.763
Youm El Hana,['Umm Kulthum'],1931,0.419,0.189,0.433,0,112.354
Love for Sale,['Tony Bennett'],1962,0.415,0.338,0.335,18,130.019
Μόρτισσα Σμυρνιά,['Κώστας Ρούκουνας'],1947,0.545,0.331,0.866,1,147.038
Na Hamilonan Ta Vouna,['Sotiris Stasinopoulos'],1930,0.438,0.319,0.507,0,116.106
Carnivores Unite,['Blockhead'],2004,0.57,0.64,0.901,43,200.088
"Love Gun - Live At The Forum, Los Angeles/1977",['KISS'],1977,0.271,0.937,0.333,31,151.395
Thunderball,['John Barry'],1976,0.232,0.256,0.326,28,80.558
"Vocalise, Op.34, No.14","['Sergei Rachmaninoff', 'Berliner Philharmoniker', 'Lorin Maazel']",1984,0.07,0.0724,0.0369,39,75.518
Ran Kan Kan,['Tito Puente'],1963,0.7140000000000001,0.941,0.773,45,102.102
Premiere Suite de Symphonies: Rondeau,"['Jean-Joseph Mouret', 'Richard Kapp', 'Philharmonia Virtuosi of New York', 'Philharmonia Virtuosi']",1960,0.747,0.414,0.927,15,80.693
Paper Gangsta,['Lady Gaga'],2008,0.752,0.84,0.574,44,98.969
סן פרנציסקו על המים,"['Arik Einstein', 'Shalom Hanoch']",1980,0.669,0.471,0.608,38,106.68
Corazoncito Tirano,"['Chalino Sanchez', ""Vaquero's Musical""]",1992,0.4920000000000001,0.152,0.964,33,191.123
Suga Suga,"['Baby Bash', 'Frankie J']",2003,0.662,0.748,0.535,73,82.331
Never Been To Spain,['Elvis Presley'],1995,0.361,0.642,0.6709999999999999,43,175.052
Love Story (You and Me),['Harry Nilsson'],1970,0.363,0.0414,0.196,20,96.215
In the Shadow of the Horns - Studio,['Darkthrone'],1992,0.141,0.999,0.0342,41,145.834
Ese Loco Soy Yo,['Liberación'],1993,0.588,0.565,0.273,65,131.527
All Strung Out Over You,['The Chambers Brothers'],1966,0.648,0.8390000000000001,0.816,17,105.022
I've Told Ev'ry Little Star,['Margaret Whiting'],1956,0.743,0.16,0.377,12,111.178
"Часть 20.3 - За рекой, в тени деревьев",['Эрнест Хемингуэй'],1950,0.634,0.276,0.648,0,166.336
Fariyad Suno Meri,['Zeenat Begum'],1946,0.596,0.125,0.758,0,69.94
Que Creías,['Selena'],1992,0.48,0.36,0.388,48,84.223
V'la l'Bon Vent (Voila le Bon Vent),['Wade Hemsworth'],1955,0.7140000000000001,0.1669999999999999,0.237,5,108.96
Часть 28.3 - По ком звонит колокол,['Эрнест Хемингуэй'],1940,0.6920000000000001,0.0465,0.5539999999999999,1,78.848
Milky Way,['Ruslan Shalbekov'],2019,0.875,0.7440000000000001,0.172,0,137.006
Opportunities (Let's Make Lots of Money) - 2001 Remaster,['Pet Shop Boys'],1986,0.6729999999999999,0.908,0.647,30,120.286
Introduction/Somethin's Happening - Live,['Peter Frampton'],1976,0.476,0.95,0.274,33,111.447
Confessin' The Blues,['Chuck Berry'],1960,0.6920000000000001,0.622,0.79,19,119.607
"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version",['Randy Newman'],2001,0.7,0.28,0.5379999999999999,43,115.841
When The Sun Comes Out,['Barbra Streisand'],1963,0.342,0.24,0.359,16,98.768
The Reindeer Boogie,['Hank Snow'],1967,0.6579999999999999,0.617,0.924,20,96.472
Un Poco Más,['José José'],1981,0.215,0.24,0.268,40,79.838
Часть 38.3 & Часть 39.1 - На Западном фронте без перемен,['Эрих Мария Ремарк'],1929,0.7140000000000001,0.329,0.5770000000000001,0,127.569
Navidad - Instrumental (Remasterizado),['Francisco Canaro'],1931,0.628,0.0248,0.64,0,126.121
"Mazurka, Op.68, No.3 in F","['Frédéric Chopin', 'William Kapell']",1945,0.418,0.0783,0.106,0,108.468
In My Time of Dying - Remaster,['Led Zeppelin'],1975,0.348,0.865,0.471,38,102.078
Часть 86.4 & Часть 87.1 - Прощай оружие,['Эрнест Хемингуэй'],1929,0.7290000000000001,0.21,0.55,0,85.387
In an Eighteenth-Century Drawing Room,"['Raymond Scott', 'The Raymond Scott Quintette']",1947,0.8,0.207,0.954,1,114.262
Часть 83.3 - Зеленые холмы Африки,['Эрнест Хемингуэй'],1935,0.723,0.143,0.878,0,125.122
Sabbath Bloody Sabbath - 2014 Remaster,['Black Sabbath'],1973,0.359,0.625,0.524,52,137.764
Sing Sing Sing (With a Swing) - Live,['Benny Goodman'],1939,0.6509999999999999,0.343,0.5379999999999999,10,112.366
I Surrender Dear,['Kenny Burrell'],1967,0.461,0.0526,0.226,35,62.701
Caramelldansen - Radio Mix,['Caramella Girls'],2008,0.648,0.998,0.81,52,164.75
Respect - 2005 Remaster,['The Notorious B.I.G.'],1994,0.901,0.5920000000000001,0.22,34,88.729
Starships,['Nicki Minaj'],2012,0.747,0.716,0.7509999999999999,65,125.006
Head Like A Hole,['Nine Inch Nails'],1989,0.649,0.912,0.402,45,115.408
"Gravity Falls Main Title Theme (from ""Gravity Falls"")",['Brad Breeck'],2013,0.62,0.892,0.922,53,166.124
Ami Bhabi Jare Pai Na Go Tare,['Abbasuddin Ahmed'],1938,0.6559999999999999,0.184,0.657,0,117.847
Close To You,['Sarah Vaughan'],1958,0.234,0.341,0.165,21,139.164
"Courante, BWV 1009","['Johann Sebastian Bach', 'Andrés Segovia']",1944,0.362,0.108,0.7240000000000001,0,102.002
(For You) I'd Chase a Rainbow,['kalapana'],1978,0.546,0.385,0.291,24,125.3
4 Words (To Choke Upon),['Bullet For My Valentine'],2006,0.369,0.95,0.33,42,92.555
El verdadero amor perdona - dueto con Prince Royce,"['Maná', 'Prince Royce']",2011,0.782,0.762,0.7190000000000001,64,113.473
Μιχάκα,['Δανάη'],1952,0.45,0.356,0.525,0,130.32
California Girls (Mono),['The Beach Boys'],1965,0.486,0.591,0.7559999999999999,30,116.312
Shine On,['John Cruz'],1996,0.674,0.252,0.334,33,136.179
Se a Cabo,['Santana'],1970,0.615,0.639,0.877,43,137.309
Windowpane,['Mild High Club'],2015,0.507,0.723,0.304,57,88.996
San pira enan aniforo,['Tasia Verra'],1950,0.383,0.396,0.763,0,68.838
Comme des étrangers,['Charles Aznavour'],1961,0.405,0.4270000000000001,0.356,37,74.499
Requiem: 7. Pie Jesu,"['Andrew Lloyd Webber', 'Paul Miles-Kingston', 'Winchester Cathedral Choir', 'English Chamber Orchestra', 'James Lancelot', 'Lorin Maazel', 'Sarah Brightman']",1985,0.127,0.0222,0.039,37,66.643
Take It to the Limit,"['Waylon Jennings', 'Willie Nelson']",1983,0.541,0.289,0.254,44,86.114
"La Juive: ""Rachel, quand du seigneur""","['Fromental Halévy', 'Richard Tucker', 'Wilfrid Pelletier']",1949,0.237,0.18,0.149,1,92.726
In the Ghetto,['Little John'],1985,0.802,0.448,0.526,30,81.992
(Our Love) Don't Throw It All Away,['Bee Gees'],1979,0.376,0.433,0.299,54,142.37
Carousel,['Michael Jackson'],1982,0.726,0.611,0.555,42,159.228
รักคืนเรือน,['University of North Texas Symphony Orchestra'],1946,0.108,0.0466,0.0318,3,91.709
24,['Money Man'],2020,0.8420000000000001,0.715,0.428,77,126.021
The Chant,['Jelly Roll Morton & His Red Hot Peppers'],1926,0.723,0.4970000000000001,0.8640000000000001,3,122.841
High Flyer - 2007 Remaster,['UFO'],1975,0.501,0.382,0.3720000000000001,28,134.303
"Streichtrio Nr. 1 - I. Allegro deciso (with Lukas David, Subylle Langmaack & Clemens Krieger)",['David-Trio'],1948,0.369,0.13,0.32,0,90.678
GOODMORNINGTOKYO!,['TOKYO’S REVENGE'],2019,0.907,0.539,0.664,77,124.918
Hallelujah,['Paramore'],2007,0.396,0.863,0.438,53,150.778
Stronger Than I Was,['Eminem'],2013,0.7809999999999999,0.602,0.324,54,121.998
In Too Far,['Acceptance'],2005,0.423,0.885,0.628,41,75.192
Cancionero,['José José'],1981,0.401,0.258,0.269,43,81.149
Take This Hammer,['Odetta'],1956,0.485,0.463,0.619,7,116.852
People Get Ready,['The Chambers Brothers'],1966,0.346,0.351,0.129,15,176.057
Love Jumped Out,['Count Basie'],1940,0.659,0.196,0.585,3,94.121
Ezy Ryder,['Jimi Hendrix'],1971,0.46,0.72,0.59,38,123.548
Who Shot Ya? - 2005 Remaster,['The Notorious B.I.G.'],1999,0.845,0.7440000000000001,0.645,46,91.693
I Don't Know,['Bill Withers'],1972,0.785,0.201,0.383,41,96.101
Ballad of William Worthy,['Phil Ochs'],1964,0.685,0.22,0.873,20,124.144
Supper Time,"['Ella Fitzgerald', 'Paul Weston And His Orchestra']",1958,0.28,0.152,0.127,21,126.358
"Sweet Girl - Live at Warner Brothers Studios in Burbank, CA 5/23/97",['Fleetwood Mac'],1997,0.513,0.67,0.586,36,94.382
Please Come Home For Christmas,['Aaron Neville'],1993,0.456,0.4970000000000001,0.472,50,183.555
"Chopin: Barcarolle in F-Sharp Major, Op. 60","['Frédéric Chopin', 'Arthur Rubinstein']",1928,0.353,0.0949,0.0909,5,78.628
Hello My Old Heart,['The Oh Hellos'],2011,0.557,0.299,0.297,67,90.081
"Here We Go Again, Pts. 1 & 2",['The Isley Brothers'],1980,0.679,0.722,0.905,44,90.521
"Ionel, ionelule",['Petre Alexandru'],1935,0.407,0.565,0.8029999999999999,0,136.724
Σαν πας στα ξένα (Μάτια μου),['Κώστας Καρίπης'],1939,0.486,0.362,0.759,0,77.205
"Dark Star - Live at the Fillmore West San Francisco, 1969; 2001 Remaster",['Grateful Dead'],1969,0.345,0.314,0.35,34,89.201
Historias de un Amor,['Los Galos'],1971,0.443,0.737,0.511,29,88.683
Στο είπα περδικούλα μου,['Χρίστος Σπανός'],1948,0.465,0.319,0.573,0,118.461
Dios Está Aquí,['Grupo Nueva Vida'],2002,0.526,0.326,0.436,48,73.982
Salty Papa Blues,['Dinah Washington'],1957,0.698,0.247,0.52,13,110.883
"Four Russian Songs for Voice, Flute, Harp and Guitar: III. Geese and Swans","['Igor Stravinsky', 'Adrienne Albert', 'Robert Craft']",1948,0.7809999999999999,0.127,0.838,0,123.656
Rajaavin Paarvai,"['P. Susheela', 'T. M. Soundararajan']",1966,0.495,0.241,0.476,23,102.86
Everybody Dance - 2018 Remaster,['CHIC'],1977,0.722,0.66,0.906,55,129.727
He's Still My Baby - Woman To Woman,['Lee Morse'],1925,0.871,0.39,0.7120000000000001,0,109.026
Stand Up,['The Cab'],2014,0.498,0.7020000000000001,0.542,58,79.3
Laid Back and Wasted,['David Allan Coe'],1977,0.477,0.396,0.293,30,123.317
"Verdi : Aida : Act 1 ""Su! del Nilo al sacro lido"" [Re, Ramfis, Aida, Radamès, Amneris, Chorus]","['Giuseppe Verdi', 'Vittorio Gui', 'Antonio Massaria', 'Caterina Mancini', 'Coro di Roma della RAI', 'Gaetano Riccitelli', 'Giulietta Simionato', 'Giulio Neri', 'Mario Filippeschi', 'Orchestra Sinfonica di Roma della RAI']",1951,0.486,0.397,0.316,0,85.45
Isolation - Remastered 2010,['John Lennon'],1970,0.5710000000000001,0.0788,0.254,50,115.726
Better Man,['Leon Bridges'],2015,0.395,0.746,0.6709999999999999,56,188.267
Rigor Mortis,['The Meters'],1970,0.599,0.472,0.578,31,157.353
Truth Spoken Here,['Dorothy Ashby'],1969,0.706,0.629,0.6759999999999999,21,107.698
Better Off Alone,['Alice DJ'],2000,0.667,0.8170000000000001,0.7609999999999999,63,136.957
A Gentle Thunderstorm,"['Rain Sounds', 'Rain Sounds & White Noise', 'Relaxing Rain Sounds', 'Meditation Rain Sounds', 'Sleep Sound Library', 'Rain Sounds Sleep']",2016,0.13,0.653,0.0148,58,86.728
This Is Your World,['Sam & Dave'],1969,0.672,0.455,0.76,20,84.262
Fly Me To The Moon (In Other Words),['Julie London'],1963,0.335,0.508,0.767,57,86.298
Wrap Your Troubles in Dreams,['Coleman Hawkins'],1944,0.602,0.328,0.638,1,74.562
Legends of the Fall,"['James Horner', 'Vic Frasier']",1995,0.1639999999999999,0.0313,0.0356,48,110.028
Por Causa Da Hora,['Noel Rosa'],1931,0.47,0.361,0.5920000000000001,2,85.661
We Don't Die,['Twiztid'],2000,0.6679999999999999,0.959,0.357,44,103.959
The Sober Dawn,['Charlie Chaplin'],1931,0.378,0.249,0.268,2,128.309
Killuminati,"['Joey Bada$$', 'Capital Steez']",2012,0.607,0.838,0.877,53,87.15
Beez In The Trap,"['Nicki Minaj', '2 Chainz']",2012,0.813,0.782,0.6809999999999999,60,150.003
Goodnight Saigon,['Billy Joel'],1985,0.586,0.461,0.209,28,131.539
This Little Girl of Mine,['Dion'],1962,0.259,0.63,0.727,13,215.859
It's Nothin (feat. 2 Chainz),"['Wiz Khalifa', '2 Chainz']",2012,0.833,0.753,0.502,44,138.469
Lost Words,['Shahin & Sepehr'],1995,0.665,0.508,0.55,39,100.051
Hold On,['Alabama Shakes'],2012,0.574,0.667,0.546,61,88.299
Take It to da House,['Trick Daddy'],2001,0.935,0.7809999999999999,0.918,53,123.894
The Way You Look Tonight,['Frank Sinatra'],1964,0.622,0.24,0.5870000000000001,64,132.234
Tchaikovsky Piano Concerto #1,['Roger Williams'],1959,0.401,0.158,0.222,31,130.644
I Want Candy,['Bow Wow Wow'],2014,0.682,0.653,0.66,47,110.044
Mistake in Life,['Memphis Slim'],1946,0.578,0.5820000000000001,0.833,0,93.208
Raining Tacos,['Parry Gripp'],2013,0.495,0.8690000000000001,0.615,59,138.089
Here Comes My Baby,['Yo La Tengo'],1990,0.419,0.464,0.921,38,94.705
Eso Hey Sajal Shyam Ghana Deya,['Firoza Begum'],1947,0.513,0.615,0.755,0,111.52
The City (with Quinn XCII),"['Louis The Child', 'Quinn XCII']",2018,0.531,0.675,0.799,57,177.953
One,['Johnny Cash'],2000,0.514,0.4970000000000001,0.417,46,93.836
Wide Open,['Mac Mall'],1999,0.522,0.8220000000000001,0.754,33,176.204
Who Will Save Your Soul,['Jewel'],1995,0.6859999999999999,0.467,0.753,59,126.179
(Lay Your Head On My) Pillow,['Tony! Toni! Toné!'],1993,0.7070000000000001,0.487,0.568,51,79.071
"Symphony No. 25 in G Minor, K. 183: IV. Allegro (Live)","['Wolfgang Amadeus Mozart', 'Wiener Philharmoniker', 'Bruno Walter']",1956,0.397,0.406,0.606,7,117.452
Aw Shucks,['Lou Donaldson'],1967,0.804,0.258,0.407,39,99.177
Shake Ya Ass (feat. Pharrell Williams),"['Mystikal', 'Pharrell Williams']",2004,0.914,0.603,0.66,42,98.017
Future Legend - 2016 Remaster,['David Bowie'],1974,0.265,0.378,0.529,36,121.878
Follow The Sun,['Xavier Rudd'],2012,0.611,0.394,0.202,71,123.941
"Symphony No. 4 in D Minor, Op. 120 (1851 Version): II. Romanze: Ziemlich langsam","['Robert Schumann', 'NBC Symphony Orchestra', 'Bruno Walter']",1948,0.151,0.0973,0.114,0,99.037
Give Me a Kiss - 1999 Remaster,['Van Morrison'],1970,0.591,0.395,0.943,25,150.904
Daughter Of The Moon,['Adriana Figueroa'],2012,0.441,0.113,0.33,48,139.803
Часть 31.3 - По ком звонит колокол,['Эрнест Хемингуэй'],1940,0.6829999999999999,0.0705,0.383,0,100.394
Mood Indigo,['The Four Freshmen'],1955,0.561,0.172,0.337,13,75.597
Dissolve,['Private Island'],2014,0.556,0.574,0.227,49,122.054
Los Barándales del Puente,['Little Joe And The Latinaires'],1965,0.62,0.288,0.921,13,187.078
"Enigma Variations, Op. 36: Theme","['Edward Elgar', 'Philharmonia Orchestra', 'Andrew Davis']",1949,0.163,0.016,0.033,0,68.383
Lo Que Yo Tengo,['Jay Pérez'],1995,0.342,0.623,0.815,41,207.865
光,['Hikaru Utada'],2002,0.5479999999999999,0.878,0.491,50,87.887
"Goldberg Variations, BWV 988: Variation 28 a 2 Clav.","['Johann Sebastian Bach', 'Glenn Gould']",1981,0.231,0.196,0.826,40,182.992
Church Of The Poison Mind - Remastered 2002,['Culture Club'],1983,0.597,0.902,0.96,45,130.674
"thank u, next",['Sassydee'],2019,0.7040000000000001,0.534,0.456,0,106.877
Peaches And Diesel,['Eric Clapton'],1977,0.645,0.397,0.371,29,97.924
July Tree,['Nina Simone'],1965,0.338,0.184,0.19,38,53.557
"Sunshine on My Shoulders - ""Greatest Hits"" Version",['John Denver'],1973,0.225,0.212,0.248,36,143.844
"Die Fledermaus - C. Haffner & R. Genée after Meilhac & Halévy / Act 2: ""Dieser Anstand, so manierlich""","['Johann Strauss II', 'Julius Patzak', 'Hilde Gueden', 'Wiener Philharmoniker', 'Clemens Krauss']",1951,0.379,0.147,0.296,0,76.046
Shankar: Prabhati (Based on Raga Gunkali),"['Ravi Shankar', 'Yehudi Menuhin', 'Alla Rakha']",1966,0.458,0.159,0.262,23,139.321
I'm Sorry,['John Denver'],1975,0.447,0.236,0.527,49,127.596
Crazy Little Thing Called Love,['Queen'],1981,0.62,0.557,0.784,42,76.797
Y Cómo Es El,['Marc Anthony'],2010,0.481,0.415,0.196,67,77.472
Els Segadors - Instrumental,['Francesc Macia'],1931,0.541,0.13,0.482,0,117.328
Ordinary People,['John Legend'],2005,0.469,0.132,0.36,68,67.011
Una Mujer Como Tú,['Los Rieleros Del Norte'],2001,0.509,0.7290000000000001,0.7709999999999999,40,117.687
Wrote A Song For Everyone,['Creedence Clearwater Revival'],1969,0.67,0.381,0.291,44,113.497
Amiga Soledad,['Duelo'],2002,0.513,0.556,0.7759999999999999,54,172.267
Where The Streets Have No Name,['U2'],1998,0.5,0.851,0.358,50,125.599
The Bargain Store,['Dolly Parton'],1975,0.716,0.363,0.648,45,96.639
For Sale? - Interlude,['Kendrick Lamar'],2015,0.301,0.6859999999999999,0.276,56,79.036
Sun Doesn't Rise,['Mushroomhead'],2003,0.376,0.988,0.507,57,192.153
Angel Eyes - Album Edit,['The Jeff Healey Band'],1999,0.536,0.5710000000000001,0.397,49,126.909
Finale,['Danny Elfman'],1989,0.177,0.125,0.172,29,87.291
(You're The) Devil in Disguise,['Elvis Presley'],2002,0.481,0.733,0.8740000000000001,66,122.909
Lose Your Soul,"[""Dead Man's Bones""]",2009,0.568,0.7859999999999999,0.541,48,124.882
Your Love Never Fails - Live,"['Jesus Culture', 'Chris Quilala']",2008,0.41,0.8690000000000001,0.353,54,113.971
Elmer's Tune - Live,['Count Basie'],1936,0.453,0.636,0.71,3,168.733
"Porgy (I Loves You, Porgy) - Live",['Bill Evans Trio'],1961,0.402,0.0871,0.1669999999999999,18,99.543
Spinning Wheel - 1994 Remaster,['Shirley Bassey'],1970,0.667,0.7,0.616,32,110.134
I'll Never Smile Again,['Tommy Dorsey'],1925,0.345,0.127,0.209,7,71.003
